shipper_name,recipient_name,count
C11-0000314-LIC (Med For America Inc.),"C10-0000093-LIC (Kush Alley, Inc)",32
C11-0000314-LIC (Med For America Inc.),C10-0000096-LIC (CIRCLE OF HOPE ALLIANCE),19
C11-0000314-LIC (Med For America Inc.),C10-0000098-LIC (UNIVERSAL HERBAL CENTER LLC),27
C11-0000314-LIC (Med For America Inc.),C10-0000101-LIC (RYAN BURNS COLLECTIVE),16
C11-0000314-LIC (Med For America Inc.),"C10-0000103-LIC (55 OC COLLECTIVE, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000106-LIC (VALIPLUG, INC.)",44
C11-0000314-LIC (Med For America Inc.),"C10-0000107-LIC (KB COLLECTIVE FOR COMPASSION AND CARE, INC.)",10
C11-0000314-LIC (Med For America Inc.),"C10-0000115-LIC (3242 Enterprises, Inc.)",24
C11-0000314-LIC (Med For America Inc.),"C10-0000115-LIC (Four Twenty Green Street, Inc.)",10
C11-0000314-LIC (Med For America Inc.),"C10-0000118-LIC (ASHMOON, INC.)",39
C11-0000314-LIC (Med For America Inc.),"C10-0000121-LIC (ECSD MANAGEMENT, LLC.)",3
C11-0000314-LIC (Med For America Inc.),C10-0000122-LIC (GREEN DOT MEDICINAL CANNABIS PATIENTS' GROUP),1
C11-0000314-LIC (Med For America Inc.),"C10-0000126-LIC (SoCal The Syndicate, Inc.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000127-LIC (BCSF, INC.)",8
C11-0000314-LIC (Med For America Inc.),"C10-0000129-LIC (VERMONT HERBAL CENTER, INC.)",10
C11-0000314-LIC (Med For America Inc.),"C10-0000130-LIC (RESOURCE REFERRAL SERVICES, INC.)",13
C11-0000314-LIC (Med For America Inc.),"C10-0000131-LIC (LA WONDERLAND CAREGIVERS, INC.)",24
C11-0000314-LIC (Med For America Inc.),C10-0000133-LIC (PURPLE STAR MD COLLECTIVE),52
C11-0000314-LIC (Med For America Inc.),"C10-0000134-LIC (ADELANTO AIR EXPRESSWAY, INC.)",4
C11-0000314-LIC (Med For America Inc.),C10-0000135-LIC (Pal's Association),39
C11-0000314-LIC (Med For America Inc.),C10-0000136-LIC (SMART COLLECTIVE INC),3
C11-0000314-LIC (Med For America Inc.),C10-0000137-LIC (BSCB ENTERPRISES),1
C11-0000314-LIC (Med For America Inc.),"C10-0000139-LIC (SUNRISE CAREGIVER FOUNDATION, INC.)",15
C11-0000314-LIC (Med For America Inc.),"C10-0000140-LIC (ALTERNATIVE HEALTH SUNRISE, INC)",27
C11-0000314-LIC (Med For America Inc.),"C10-0000141-LIC (LAX CC, INC.)",16
C11-0000314-LIC (Med For America Inc.),C10-0000142-LIC (HIGHER LEVEL OF CARE HOLLISTER INC.),1
C11-0000314-LIC (Med For America Inc.),"C10-0000143-LIC (Southern California Collective, A California Corporation)",6
C11-0000314-LIC (Med For America Inc.),"C10-0000144-LIC (FIREHOUSE 64, INC.)",18
C11-0000314-LIC (Med For America Inc.),C10-0000145-LIC (WCW ORGANIZATION INC.),44
C11-0000314-LIC (Med For America Inc.),C10-0000146-LIC (420 FOR THE PEOPLE COOPERATIVE INC),1
C11-0000314-LIC (Med For America Inc.),C10-0000149-LIC (HIGHER LEVEL OF CARE),8
C11-0000314-LIC (Med For America Inc.),"C10-0000151-LIC (HEALTHY HEALING HOLISTIC OPTIONS, INC)",46
C11-0000314-LIC (Med For America Inc.),"C10-0000152-LIC (ELEVATED SYSTEMS, INC.)",41
C11-0000314-LIC (Med For America Inc.),"C10-0000153-LIC (G.S.H.L.E., INC.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000157-LIC (THE HIGHER PATH PATIENTS' ASSOCIATION),24
C11-0000314-LIC (Med For America Inc.),C10-0000158-LIC (BAY AREA SAFE ALTERNATIVES COLLECTIVE INC),7
C11-0000314-LIC (Med For America Inc.),"C10-0000159-LIC (Lytt, LLC)",26
C11-0000314-LIC (Med For America Inc.),C10-0000160-LIC (MEDICAL CAREGIVERS COMPANY),15
C11-0000314-LIC (Med For America Inc.),C10-0000163-LIC (C.R.&.D INC),42
C11-0000314-LIC (Med For America Inc.),C10-0000164-LIC (Mercy Wellness of Cotati),26
C11-0000314-LIC (Med For America Inc.),"C10-0000166-LIC (ALTERNATE HEALTH COLLECTIVE ASSOCIATION, INC.)",10
C11-0000314-LIC (Med For America Inc.),C10-0000167-LIC (THE 420 LOUNGE),23
C11-0000314-LIC (Med For America Inc.),"C10-0000168-LIC (Monex Place Wellness, Inc.)",33
C11-0000314-LIC (Med For America Inc.),"C10-0000169-LIC (GREEN ROSE GREEN LEAF CARE, INC.)",24
C11-0000314-LIC (Med For America Inc.),"C10-0000170-LIC (SCSA GROUP, INC.)",9
C11-0000314-LIC (Med For America Inc.),C10-0000173-LIC (NHS COLLECTIVE),35
C11-0000314-LIC (Med For America Inc.),"C10-0000174-LIC (SUSTAINABLE THERAPEUTICS COMPANY, INC.)",12
C11-0000314-LIC (Med For America Inc.),"C10-0000175-LIC (KASE'S JOURNEY, INC)",23
C11-0000314-LIC (Med For America Inc.),"C10-0000176-LIC (JAYDEN'S JOURNEY COOPERATIVE, INC.)",24
C11-0000314-LIC (Med For America Inc.),"C10-0000179-LIC (TRINITY MA, INC)",13
C11-0000314-LIC (Med For America Inc.),C10-0000180-LIC (BALBOA AVE COOPERATIVE),7
C11-0000314-LIC (Med For America Inc.),"C10-0000183-LIC (CAC VENICE, LLC)",6
C11-0000314-LIC (Med For America Inc.),"C10-0000184-LIC (HARVEST OF NAPA, INC)",47
C11-0000314-LIC (Med For America Inc.),"C10-0000185-LIC (HOLISTIC HEALING COLLECTIVE, INC.)",36
C11-0000314-LIC (Med For America Inc.),"C10-0000187-LIC (HARBOR MANAGMENT GROUP, LLC)",26
C11-0000314-LIC (Med For America Inc.),"C10-0000189-LIC (GREEN KONG, INC.)",32
C11-0000314-LIC (Med For America Inc.),C10-0000191-LIC (BARR CORPORATION),9
C11-0000314-LIC (Med For America Inc.),C10-0000192-LIC (JOY INDUSTRIES INC),1
C11-0000314-LIC (Med For America Inc.),"C10-0000194-LIC (CANNA CLOUD, LLC.)",23
C11-0000314-LIC (Med For America Inc.),"C10-0000195-LIC (Pacafi, Inc.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000196-LIC (PACAFI, INC)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000197-LIC (PHENOS COLLECTIVE, INC.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000203-LIC (RX BOYS INC.),14
C11-0000314-LIC (Med For America Inc.),C10-0000207-LIC (SOAR COLLECTIVE),18
C11-0000314-LIC (Med For America Inc.),"C10-0000208-LIC (Royal Healing Emporium, Inc.)",40
C11-0000314-LIC (Med For America Inc.),"C10-0000210-LIC (COLLECTIVE PHARM, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000212-LIC (PEOPLE'S FIRST CHOICE, LLC)",20
C11-0000314-LIC (Med For America Inc.),"C10-0000214-LIC (CDAC Cherry, Inc.)",38
C11-0000314-LIC (Med For America Inc.),C10-0000216-LIC (The Lighthouse Palm Springs LLC),25
C11-0000314-LIC (Med For America Inc.),"C10-0000221-LIC (Santa Barbara Collective, Inc.)",6
C11-0000314-LIC (Med For America Inc.),"C10-0000222-LIC (SAVIA, LLC)",31
C11-0000314-LIC (Med For America Inc.),"C10-0000228-LIC (LA MESA HEALTH CENTER, INC.)",59
C11-0000314-LIC (Med For America Inc.),"C10-0000229-LIC (NEW AGE COMPASSION CARE CENTER, INC.)",10
C11-0000314-LIC (Med For America Inc.),"C10-0000231-LIC (OCEAN HYE, LLC)",7
C11-0000314-LIC (Med For America Inc.),C10-0000236-LIC (CALIFORNIA'S FINEST COAST TO COAST INC.),7
C11-0000314-LIC (Med For America Inc.),"C10-0000241-LIC (VMK, INC.)",41
C11-0000314-LIC (Med For America Inc.),"C10-0000242-LIC (TORREY HOLISTICS, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000243-LIC (BOO KU CC, INC.)",45
C11-0000314-LIC (Med For America Inc.),"C10-0000245-LIC (Avalon Wellness Center, LLC)",24
C11-0000314-LIC (Med For America Inc.),"C10-0000248-LIC (STRAIN BALBOA CAREGIVERS, INC.)",45
C11-0000314-LIC (Med For America Inc.),C10-0000250-LIC (HIGHWAY 29 HEALTHCARE INC),28
C11-0000314-LIC (Med For America Inc.),"C10-0000252-LIC (HERBAL REMEDIES CAREGIVERS, INC.)",2
C11-0000314-LIC (Med For America Inc.),"C10-0000253-LIC (CANOPY MONTEREY BAY, LLC)",19
C11-0000314-LIC (Med For America Inc.),"C10-0000255-LIC (NTZ, INC.)",4
C11-0000314-LIC (Med For America Inc.),C10-0000261-LIC (VHHC LLC),12
C11-0000314-LIC (Med For America Inc.),C10-0000264-LIC (COACHELLA VALLEY GREEN DRAGON),16
C11-0000314-LIC (Med For America Inc.),C10-0000266-LIC (KIND FARMA),4
C11-0000314-LIC (Med For America Inc.),"C10-0000270-LIC (805 BEACH BREAKS, INC.)",55
C11-0000314-LIC (Med For America Inc.),C10-0000272-LIC (GREEN HOUSE COLLECTIVE LLC),2
C11-0000314-LIC (Med For America Inc.),"C10-0000278-LIC (GREEN AID RECOVERY GROUP, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000288-LIC (THE WELLNESS EARTH ENERGY DISPENSARY, INC.)",14
C11-0000314-LIC (Med For America Inc.),C10-0000294-LIC (EARTH ESSENTIALS LLC),28
C11-0000314-LIC (Med For America Inc.),C10-0000295-LIC (21227 FOOTHILL LLC),2
C11-0000314-LIC (Med For America Inc.),C10-0000296-LIC (ROBERTSON CAREGIVERS BEVERLYWOOD),12
C11-0000314-LIC (Med For America Inc.),"C10-0000298-LIC (GSG PL, INC.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000305-LIC (THREE HABITAT CONSULTING CONTRA COSTA LLC),8
C11-0000314-LIC (Med For America Inc.),"C10-0000306-LIC (We Are Hemp, LLC)",18
C11-0000314-LIC (Med For America Inc.),"C10-0000312-LIC (SAN FERNANDO VALLEY MEDICAL SUPPLY, INC.)",24
C11-0000314-LIC (Med For America Inc.),"C10-0000313-LIC (DIVINE WELLNESS CENTER, INC.)",21
C11-0000314-LIC (Med For America Inc.),"C10-0000318-LIC (STOCKTON PARTNERS, INC.)",18
C11-0000314-LIC (Med For America Inc.),"C10-0000319-LIC (P.S.A.C., INC.)",15
C11-0000314-LIC (Med For America Inc.),"C10-0000320-LIC (CALIFORNIA DISPENSARIES, INC.)",40
C11-0000314-LIC (Med For America Inc.),C10-0000321-LIC (CV WELLNESS),58
C11-0000314-LIC (Med For America Inc.),C10-0000323-LIC (LOUD SD INC.),1
C11-0000314-LIC (Med For America Inc.),C10-0000325-LIC (CHAI CANNABIS CO),2
C11-0000314-LIC (Med For America Inc.),"C10-0000329-LIC (1 VERTICAL, INC.)",4
C11-0000314-LIC (Med For America Inc.),C10-0000330-LIC (SACRAMENTO COMMUNITY CANNABIS COLLECTIVE),14
C11-0000314-LIC (Med For America Inc.),"C10-0000332-LIC (THE MEDICINE WOMAN GROUP, LLC)",10
C11-0000314-LIC (Med For America Inc.),"C10-0000334-LIC (PATIENTS AND CAREGIVERS LOS ANGELES, INC.)",24
C11-0000314-LIC (Med For America Inc.),"C10-0000335-LIC (THE ROOTS DISPENSARY, LLC.)",16
C11-0000314-LIC (Med For America Inc.),"C10-0000336-LIC (THE RELIEF COLLECTIVE, INC.)",6
C11-0000314-LIC (Med For America Inc.),"C10-0000340-LIC (St. Andrews Green, a Cooperative Corporation)",12
C11-0000314-LIC (Med For America Inc.),"C10-0000341-LIC (A GREEN ALTERNATIVE COOPERATIVE, INC.)",20
C11-0000314-LIC (Med For America Inc.),"C10-0000342-LIC (Natural Aid Pharmacy, A Cooperative Corporation)",8
C11-0000314-LIC (Med For America Inc.),C10-0000356-LIC (GREEN LEAF CAREGIVERS),35
C11-0000314-LIC (Med For America Inc.),"C10-0000356-LIC (GREEN LEAF CAREGIVERS, INC.)",9
C11-0000314-LIC (Med For America Inc.),"C10-0000359-LIC (SAFE HARBOR PATIENT'S COLLECTIVE, INC.)",9
C11-0000314-LIC (Med For America Inc.),"C10-0000362-LIC (PERENNIAL HOLISTIC WELLNESS CENTER, INC.)",12
C11-0000314-LIC (Med For America Inc.),"C10-0000365-LIC (GSG SBCA, INC.)",4
C11-0000314-LIC (Med For America Inc.),"C10-0000367-LIC (KUSH VALLEY COLLECTIVE, INC)",19
C11-0000314-LIC (Med For America Inc.),C10-0000369-LIC (OAKLYFE LLC),4
C11-0000314-LIC (Med For America Inc.),C10-0000371-LIC (ZEN HEALING COLLECTIVE CORPORATION),6
C11-0000314-LIC (Med For America Inc.),"C10-0000375-LIC (GREEN GOLD CULTIVATORS, INC.)",5
C11-0000314-LIC (Med For America Inc.),"C10-0000377-LIC (HILLTOP COMMUNITY PARTNERS, LLC)",30
C11-0000314-LIC (Med For America Inc.),"C10-0000381-LIC (Hollywood Holistic Healers, Inc.)",4
C11-0000314-LIC (Med For America Inc.),C10-0000383-LIC (LOS ANGELES WELLNESS CENTER),1
C11-0000314-LIC (Med For America Inc.),"C10-0000386-LIC (The Green Earth Farmacie, Inc)",57
C11-0000314-LIC (Med For America Inc.),C10-0000388-LIC (NATURAL HEALING CENTER),41
C11-0000314-LIC (Med For America Inc.),C10-0000389-LIC (THE POTTERY),14
C11-0000314-LIC (Med For America Inc.),C10-0000389-LIC (THE POTTERY INC.),1
C11-0000314-LIC (Med For America Inc.),"C10-0000391-LIC (Los Angeles Farmers, Inc.)",19
C11-0000314-LIC (Med For America Inc.),"C10-0000396-LIC (ACCUCANNA, LLC)",9
C11-0000314-LIC (Med For America Inc.),C10-0000397-LIC (CANNATOPIA GARDENS),47
C11-0000314-LIC (Med For America Inc.),C10-0000398-LIC (LONG BEACH WELLNESS CENTER),21
C11-0000314-LIC (Med For America Inc.),"C10-0000400-LIC (The 10 Spot, Inc.)",14
C11-0000314-LIC (Med For America Inc.),"C10-0000401-LIC (HALLADAY HEALING GROUP, INC.)",42
C11-0000314-LIC (Med For America Inc.),"C10-0000402-LIC (2015 HALLADAY WELLNESS, INC.)",46
C11-0000314-LIC (Med For America Inc.),C10-0000405-LIC (PURPLE HEART COMPASSION INC),26
C11-0000314-LIC (Med For America Inc.),C10-0000406-LIC (HUNTINGTON PATIENTS' ASSOCIATION),8
C11-0000314-LIC (Med For America Inc.),"C10-0000407-LIC (Medical Miracle, Inc.)",20
C11-0000314-LIC (Med For America Inc.),C10-0000408-LIC (AAA HEALTH CENTER),6
C11-0000314-LIC (Med For America Inc.),C10-0000410-LIC (RELIEF CCR),15
C11-0000314-LIC (Med For America Inc.),C10-0000415-LIC (GEORGE PINTO),1
C11-0000314-LIC (Med For America Inc.),C10-0000416-LIC (Green Earth Pharmacy inc),26
C11-0000314-LIC (Med For America Inc.),C10-0000420-LIC (SHERMAN OAKS COLLECTIVE CARE INC.),12
C11-0000314-LIC (Med For America Inc.),"C10-0000428-LIC (WESTSIDE PROFESSIONAL MANAGEMENT, LLC)",6
C11-0000314-LIC (Med For America Inc.),"C10-0000431-LIC (CANTODIEM DISPENSING COLLECTIVE, INC.)",35
C11-0000314-LIC (Med For America Inc.),"C10-0000434-LIC (LOS ANGELES VALLEY CAREGIVERS, INC.)",44
C11-0000314-LIC (Med For America Inc.),C10-0000435-LIC (SAN JOSE WELLNESS),2
C11-0000314-LIC (Med For America Inc.),C10-0000436-LIC (THE GARRY FIVE),41
C11-0000314-LIC (Med For America Inc.),C10-0000439-LIC (GREEN CROSS SOCIETY OF SOUTHERN CALIFORNIA CORPORATION),4
C11-0000314-LIC (Med For America Inc.),C10-0000444-LIC (Cana Roots),24
C11-0000314-LIC (Med For America Inc.),C10-0000445-LIC (P & S VENTURES),3
C11-0000314-LIC (Med For America Inc.),C10-0000446-LIC (SYLMAR CAREGIVERS INC.),7
C11-0000314-LIC (Med For America Inc.),C10-0000447-LIC (NATURAL REMEDIES CONSULTING),4
C11-0000314-LIC (Med For America Inc.),C10-0000450-LIC (LA ORGANIC PHARMACY INC),34
C11-0000314-LIC (Med For America Inc.),"C10-0000457-LIC (EXCLUSIVE CAREGIVERS OF CALIFORNIA, INC.)",2
C11-0000314-LIC (Med For America Inc.),C10-0000458-LIC (MOTHER NATURE'S REMEDY CAREGIVER'S),1
C11-0000314-LIC (Med For America Inc.),"C10-0000459-LIC (SUPERIOR HERBAL HEALTH, LLC)",8
C11-0000314-LIC (Med For America Inc.),"C10-0000460-LIC (MARINA CAREGIVERS' COOPERATIVE, INC.)",32
C11-0000314-LIC (Med For America Inc.),"C10-0000460-LIC (MARINA CAREGIVERS, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000461-LIC (California Patients Alliance, Inc.)",10
C11-0000314-LIC (Med For America Inc.),C10-0000462-LIC (SO-CAL MM PATIENTS ASSOCIATION),35
C11-0000314-LIC (Med For America Inc.),C10-0000463-LIC (PATIENTS MUTUAL ASSISTANCE COLLECTIVE CORPORATION),6
C11-0000314-LIC (Med For America Inc.),C10-0000467-LIC (GREEN DOOR REDDING LLC),5
C11-0000314-LIC (Med For America Inc.),"C10-0000472-LIC (Mission Bay, LLC)",39
C11-0000314-LIC (Med For America Inc.),C10-0000476-LIC (HERBAL SOLUTION SOUTHERN CALIFORNIA),14
C11-0000314-LIC (Med For America Inc.),C10-0000477-LIC (NO WAIT MEDS),41
C11-0000314-LIC (Med For America Inc.),"C10-0000478-LIC (FIREHOUSE HEALTH CARE INDUSTRIES, INC.)",26
C11-0000314-LIC (Med For America Inc.),"C10-0000479-LIC (DSWC, INC.)",27
C11-0000314-LIC (Med For America Inc.),C10-0000480-LIC (EMERALD SKYWAY),1
C11-0000314-LIC (Med For America Inc.),"C10-0000481-LIC (CALIFORNIA COMPASSIONATE CARE NETWORK, INC.)",25
C11-0000314-LIC (Med For America Inc.),"C10-0000482-LIC (THE LEAF AT 73740, LLC)",24
C11-0000314-LIC (Med For America Inc.),"C10-0000484-LIC (LDJNBW, LLC.)",56
C11-0000314-LIC (Med For America Inc.),"C10-0000490-LIC (MED THRIVE COOPERATIVE, INC.)",29
C11-0000314-LIC (Med For America Inc.),C10-0000494-LIC (MIRAMAR PROFESSIONAL SERVICES),2
C11-0000314-LIC (Med For America Inc.),C10-0000495-LIC (PATIENTS AGAINST PAIN INC.),9
C11-0000314-LIC (Med For America Inc.),"C10-0000496-LIC (HIGHLAND PARK PATIENT COLLECTIVE, INC.)",15
C11-0000314-LIC (Med For America Inc.),"C10-0000497-LIC (CHRONICPRACTOR CAREGIVER, INC.)",10
C11-0000314-LIC (Med For America Inc.),C10-0000500-LIC (STOCKTON BUSINESS STRATEGIES),23
C11-0000314-LIC (Med For America Inc.),C10-0000501-LIC (MSTMA Inc.),12
C11-0000314-LIC (Med For America Inc.),C10-0000506-LIC (ICANN LLC),15
C11-0000314-LIC (Med For America Inc.),"C10-0000507-LIC (CANNACRUZ, INC.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000508-LIC (COMMUNITY HEALTH SOLUTIONS),14
C11-0000314-LIC (Med For America Inc.),"C10-0000510-LIC (MMD, INC.)",36
C11-0000314-LIC (Med For America Inc.),C10-0000513-LIC (THE NATURAL WAY OF LA),19
C11-0000314-LIC (Med For America Inc.),"C10-0000514-LIC (Captain Kirk Services, Inc.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000517-LIC (HIGHER LEVEL OF CARE SEASIDE),1
C11-0000314-LIC (Med For America Inc.),"C10-0000518-LIC (NEW APOTHECARY, INC.)",28
C11-0000314-LIC (Med For America Inc.),C10-0000524-LIC (THERAPEUTIC HEALTH COLLECTIVE),1
C11-0000314-LIC (Med For America Inc.),"C10-0000526-LIC (HEALTHY HERBAL CARE, INC.)",16
C11-0000314-LIC (Med For America Inc.),C10-0000527-LIC (ACCESS BRYANT SPC),10
C11-0000314-LIC (Med For America Inc.),"C10-0000530-LIC (FAIRFAX ENTERPRISE, INC.)",44
C11-0000314-LIC (Med For America Inc.),C10-0000533-LIC (HI COLLECTIVE),19
C11-0000314-LIC (Med For America Inc.),C10-0000536-LIC (RDC COLLECTIVE CORP.),1
C11-0000314-LIC (Med For America Inc.),"C10-0000537-LIC (THE VAN NUYS GROUP, LLC)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000540-LIC (CAL GREEN MEDICAL, LLC)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000541-LIC (IMPERIAL GREENS RETAIL OUTLET, INC.)",32
C11-0000314-LIC (Med For America Inc.),"C10-0000542-LIC (SHATTER, LLC)",36
C11-0000314-LIC (Med For America Inc.),"C10-0000547-LIC (MONEX PLACE WELLNESS, INC)",44
C11-0000314-LIC (Med For America Inc.),"C10-0000548-LIC (WELCOME THE HEALING TOUCH, INC.)",6
C11-0000314-LIC (Med For America Inc.),"C10-0000549-LIC (HOLISTIC HEALING ALTERNATIVE, INC.)",39
C11-0000314-LIC (Med For America Inc.),C10-0000550-LIC (RED RHINO REMEDIES),6
C11-0000314-LIC (Med For America Inc.),"C10-0000552-LIC (SCZZ COLLECTIVE, INC.)",72
C11-0000314-LIC (Med For America Inc.),C10-0000554-LIC (RELEAF ALTERNATIVE COOPERATIVE INC),1
C11-0000314-LIC (Med For America Inc.),C10-0000555-LIC (DRGREENRX),24
C11-0000314-LIC (Med For America Inc.),"C10-0000556-LIC (THREE HABITAT CONSULTING LOMPOC, LLC)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000559-LIC (CARE CALIFORNIA CONSULTATION, INC.)",5
C11-0000314-LIC (Med For America Inc.),"C10-0000560-LIC (VALLEY HOLISTIC CAREGIVERS, INC.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000562-LIC (Simply Green Corporation),4
C11-0000314-LIC (Med For America Inc.),C10-0000562-LIC (SIMPLY GREEN CORPORATION),2
C11-0000314-LIC (Med For America Inc.),C10-0000563-LIC (VALLEY PURE FARMERSVILLE LLC),47
C11-0000314-LIC (Med For America Inc.),"C10-0000567-LIC (PURA VIDA TRES, INC.)",20
C11-0000314-LIC (Med For America Inc.),"C10-0000568-LIC (CALIFORNIA CITY SUPPLY, LLC)",38
C11-0000314-LIC (Med For America Inc.),"C10-0000571-LIC (LIZBOR, INC.)",18
C11-0000314-LIC (Med For America Inc.),"C10-0000572-LIC (MID CITY CANNABIS CLUB, INC.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000574-LIC (GREENSTONE BIOMASS RESEARCH P.O.D),2
C11-0000314-LIC (Med For America Inc.),C10-0000576-LIC (THE HONEST CHOICE),5
C11-0000314-LIC (Med For America Inc.),"C10-0000577-LIC (Medallion Wellness, Inc)",31
C11-0000314-LIC (Med For America Inc.),"C10-0000578-LIC (A1, A CA Commercial Cannabis Association)",13
C11-0000314-LIC (Med For America Inc.),"C10-0000579-LIC (BLUNTS AND MOORE, LLC)",1
C11-0000314-LIC (Med For America Inc.),C10-0000583-LIC (CALEXICO DISTRIBUTION COMPANY LLC),2
C11-0000314-LIC (Med For America Inc.),C10-0000584-LIC (HAZY BULLDOG FARMS LLC),10
C11-0000314-LIC (Med For America Inc.),C10-0000585-LIC (HAZELWOOD PATIENTS COLLECTIVE),13
C11-0000314-LIC (Med For America Inc.),C10-0000589-LIC (REEFER MADNESS LLC),18
C11-0000314-LIC (Med For America Inc.),C10-0000592-LIC (HYPERION HEALING LLC),38
C11-0000314-LIC (Med For America Inc.),"C10-0000593-LIC (Holdings of Harvest CA, LLC)",47
C11-0000314-LIC (Med For America Inc.),"C10-0000594-LIC (Palm Royale Collective, Inc.)",36
C11-0000314-LIC (Med For America Inc.),C10-0000601-LIC (THREE HABITAT CONSULTING ATWATER LLC),8
C11-0000314-LIC (Med For America Inc.),"C10-0000602-LIC (Planet Buds, Inc.)",27
C11-0000314-LIC (Med For America Inc.),"C10-0000603-LIC (BUDS & ROSES COLLECTIVE, INC.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000604-LIC (AFTER CARE PATIENT'S GROUP),12
C11-0000314-LIC (Med For America Inc.),"C10-0000606-LIC (JASON LILLY, LLC)",25
C11-0000314-LIC (Med For America Inc.),C10-0000608-LIC (TOKEN FARMS INC.),3
C11-0000314-LIC (Med For America Inc.),C10-0000611-LIC (ROCKSTAR CANNABIS CLUB INC.),23
C11-0000314-LIC (Med For America Inc.),"C10-0000614-LIC (OUTER SUNSET HOLDINGS, INC.)",13
C11-0000314-LIC (Med For America Inc.),C10-0000619-LIC (TIOGA GREEN LLC),4
C11-0000314-LIC (Med For America Inc.),"C10-0000620-LIC (BLUE FIRE, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000622-LIC (HIGH GRADE RETAIL VENTURES, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000625-LIC (LAHC, INC.)",38
C11-0000314-LIC (Med For America Inc.),"C10-0000628-LIC (THREE HABITAT CONSULTING MONTEREY, LLC)",8
C11-0000314-LIC (Med For America Inc.),C10-0000631-LIC (PS LOUNGE INC.),22
C11-0000314-LIC (Med For America Inc.),C10-0000636-LIC (HONEY OIL COLLECTIVE),41
C11-0000314-LIC (Med For America Inc.),C10-0000638-LIC (JONESA LLC),20
C11-0000314-LIC (Med For America Inc.),C10-0000640-LIC (SBA WELLNESS LLC),1
C11-0000314-LIC (Med For America Inc.),C10-0000643-LIC (The Artist Tree),1
C11-0000314-LIC (Med For America Inc.),C10-0000644-LIC (HUMANITY OF SANTA ROSA INC.),21
C11-0000314-LIC (Med For America Inc.),"C10-0000645-LIC (JOINT FORCES, LLC)",38
C11-0000314-LIC (Med For America Inc.),"C10-0000648-LIC (THREE HABITAT CONSULTING ANTIOCH, LLC)",5
C11-0000314-LIC (Med For America Inc.),C10-0000649-LIC (DELTA DISPENSARY INC),8
C11-0000314-LIC (Med For America Inc.),C10-0000649-LIC (DELTA DISPENSARY LLC),4
C11-0000314-LIC (Med For America Inc.),"C10-0000651-LIC (PSGC, INC.)",27
C11-0000314-LIC (Med For America Inc.),"C10-0000653-LIC (NMG SAN DIEGO, LLC)",45
C11-0000314-LIC (Med For America Inc.),C10-0000655-LIC (Infinity Assets Merced LLC),19
C11-0000314-LIC (Med For America Inc.),"C10-0000656-LIC (3011 SR AVE., INC.)",5
C11-0000314-LIC (Med For America Inc.),"C10-0000662-LIC (EMPIRE CONNECT, LLC)",20
C11-0000314-LIC (Med For America Inc.),"C10-0000665-LIC (VALLEY PURE LINDSAY, LLC)",41
C11-0000314-LIC (Med For America Inc.),"C10-0000666-LIC (VALLEY PURE LEMOORE, LLC)",46
C11-0000314-LIC (Med For America Inc.),C10-0000667-LIC (FIREFLY HEALTH CORPORATION),24
C11-0000314-LIC (Med For America Inc.),"C10-0000668-LIC (4TH STREET COLLECTIVE, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000669-LIC (SAN DIEGROWN, INC.)",30
C11-0000314-LIC (Med For America Inc.),C10-0000671-LIC (GOODNESS 4 LIFE),1
C11-0000314-LIC (Med For America Inc.),"C10-0000673-LIC (OC COAST, INC.)",2
C11-0000314-LIC (Med For America Inc.),"C10-0000676-LIC (LCB RETAIL, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000678-LIC (INTER-STAT, INC.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000680-LIC (COASTAL WELLNESS),29
C11-0000314-LIC (Med For America Inc.),C10-0000681-LIC (SAN LEANDRO WELLNESS SOLUTIONS INC.),1
C11-0000314-LIC (Med For America Inc.),C10-0000682-LIC (SMV GROUP),27
C11-0000314-LIC (Med For America Inc.),"C10-0000683-LIC (CANNABIS EVALUATION CENTER, INC.)",31
