shipper_name,recipient_name,count
C11-0000822-LIC (COASTAL REFINEMENT SOLUTIONS),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
"C11-0000826-LIC (FLUID SOUTH, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
C11-0000834-LIC (KORBEN LABS LLC),"CDPH-10002731 (Korben Labs, LLC)",2
"C11-0000835-LIC (BLUEGILL INTEGRATED GEOPONICS II, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
C11-0000840-LIC (American Cannabis Distribution Company Inc.),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0000881-LIC (2103 D, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0000914-LIC (GREEN LEAF CAREGIVERS),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",13
"C11-0000915-LIC (The Distributr, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",3
"C11-0000918-LIC (CAPTAIN KIRK SERVICES, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0000919-LIC (420-3, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0000919-LIC (420-3, LLC)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),6
C11-0000924-LIC (HIGHER PURPOSE DISTRIBUTION LLC),CDPH-10003462 (Baldwin Park TALE Corporation),1
"C11-0000937-LIC (KIND HOUSE, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",15
"C11-0000937-LIC (KIND HOUSE, INC.)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),18
C11-0000939-LIC (GREENFIELD ORGANIX),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",18
"C11-0000940-LIC (AMERICAS BEST CANNABIS, LLC)",C11-0000314-LIC (Med For America Inc.),1
C11-0000948-LIC (NMC ORGANIZATION),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",10
C11-0000948-LIC (NMC ORGANIZATION),C9-0000320-LIC (IN DA CUT LLC),1
C11-0000948-LIC (NMC ORGANIZATION),CDPH-10003462 (Baldwin Park TALE Corporation),2
C11-0000949-LIC (GOLDEN STATE RECYCLING COLLECTIVE),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",6
"C11-0000951-LIC (PALOMAR WORKS, INC.)",C11-0000156-LIC (HTC SOLUTIONS INC.),2
"C11-0000951-LIC (PALOMAR WORKS, INC.)",CDPH-10003462 (Baldwin Park TALE Corporation),2
"C11-0000956-LIC (E&J DISTRIBUTORS, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0000963-LIC (ICOAK, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",5
"C11-0000963-LIC (ICOAK, INC.)","CDPH-10003556 (WTO Essentials, Inc)",1
"C11-0000982-LIC (Green Light Distribution, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0000988-LIC (VBX Labs LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0001002-LIC (DOC GREENS LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0001006-LIC (410 EXTRACTS),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
"C11-0001007-LIC (EFD, LLC)",C11-0000314-LIC (Med For America Inc.),19
"C11-0001008-LIC (SD STRAINS, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0001016-LIC (WALNUT LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
C11-0001016-LIC (WALNUT LLC),C11-0000314-LIC (Med For America Inc.),3
C11-0001016-LIC (WALNUT LLC),C9-0000320-LIC (IN DA CUT LLC),1
C11-0001016-LIC (WALNUT LLC),CDPH-10003462 (Baldwin Park TALE Corporation),4
C11-0001016-LIC (WALNUT LLC),"CDPH-10003556 (WTO Essentials, Inc)",1
C11-0001028-LIC (THERAPEUTIC HEALTH COLLECTIVE),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",3
C11-0001028-LIC (THERAPEUTIC HEALTH COLLECTIVE),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),2
C11-0001028-LIC (THERAPEUTIC HEALTH COLLECTIVE),C9-0000320-LIC (IN DA CUT LLC),1
C11-0001030-LIC (THE GREEN PEAKZ LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
"C11-0001041-LIC (XTRACTA DISTRIBUTION, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",7
C11-0001053-LIC (LBS DISTRIBUTION),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",8
C11-0001053-LIC (LBS DISTRIBUTION),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),1
C11-0001053-LIC (LBS DISTRIBUTION),"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",3
C11-0001056-LIC (SOUTHERN MENDOCINO COMPANY),"CDPH-10003556 (WTO Essentials, Inc)",1
C11-0001065-LIC (EVENT HORIZON TECHNOLOGIES),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",6
C11-0001065-LIC (EVENT HORIZON TECHNOLOGIES),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),5
"C11-0001065-LIC (EVENT HORIZON TECHNOLOGIES, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0001065-LIC (EVENT HORIZON TECHNOLOGIES, INC.)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),1
"C11-0001066-LIC (APOLLO CULTIVATION MANAGEMENT, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
C11-0001070-LIC (LEFT COAST LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0001071-LIC (KDM HOLDINGS, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",9
"C11-0001071-LIC (KDM HOLDINGS, LLC)",C11-0000314-LIC (Med For America Inc.),2
"C11-0001071-LIC (KDM HOLDINGS, LLC)",C11-0001267-LIC (Commerce on Demand LLC),1
C11-0001089-LIC (JC RAD INC.),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),3
"C11-0001090-LIC (HIGHLAND PARK PATIENT COLLECTIVE, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",5
"C11-0001091-LIC (IRON SUMMIT DISTRIBUTION, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0001099-LIC (DELTA HEALTH, INC.)",C11-0000314-LIC (Med For America Inc.),1
"C11-0001101-LIC (SENSE DISTRIBUTION, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0001106-LIC (GREEN EARTH OPERATIONS, INC.)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),3
C11-0001111-LIC (MODERN DETERMINISM LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0001111-LIC (MODERN DETERMINISM LLC),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),1
C11-0001133-LIC (SF BAY LGSY LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",10
"C11-0001135-LIC (HERBL, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",32
"C11-0001135-LIC (HERBL, INC.)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),6
"C11-0001135-LIC (HERBL, INC.)",C11-0001267-LIC (Commerce on Demand LLC),1
"C11-0001135-LIC (HERBL, INC.)",C9-0000320-LIC (IN DA CUT LLC),4
C11-0001138-LIC (GK MANAGEMENT SERVICES LLC.),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
C11-0001138-LIC (GK MANAGEMENT SERVICES LLC.),C11-0001267-LIC (Commerce on Demand LLC),1
"C11-0001144-LIC (ARTISAN CANNA CIGARS, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
"C11-0001144-LIC (ARTISAN CANNA CIGARS, LLC)",C11-0000156-LIC (HTC SOLUTIONS INC.),1
"C11-0001144-LIC (ARTISAN CANNA CIGARS, LLC)","CDPH-10003556 (WTO Essentials, Inc)",7
C11-0001146-LIC (LCISM CORP),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",22
C11-0001146-LIC (LCISM CORP),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),16
"C11-0001149-LIC (17K MUSKRAT 2, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0001151-LIC (SUNRISE CAREGIVER FOUNDATION, INC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
"C11-0001157-LIC (REROC, LLC)",CDPH-10003462 (Baldwin Park TALE Corporation),1
"C11-0001170-LIC (TODAY'S HUMBOLDT COUNTY, LLC)",CDPH-10003462 (Baldwin Park TALE Corporation),1
"C11-0001171-LIC (LUVO, INC.)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),2
"C11-0001175-LIC (Claremont Capital Partners, LLC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
"C11-0001175-LIC (Claremont Capital Partners, LLC.)",C11-0001267-LIC (Commerce on Demand LLC),1
"C11-0001175-LIC (CLAREMONT CAPITAL PARTNERS, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C11-0001175-LIC (CLAREMONT CAPITAL PARTNERS, LLC)",C11-0001267-LIC (Commerce on Demand LLC),2
C11-0001175-LIC (null null),C11-0001267-LIC (Commerce on Demand LLC),1
C11-0001187-LIC (QVI Inc.),"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",1
"C11-0001213-LIC (NT VENTURES, INC)","CDPH-10002016 (Greenleaf Processors, Inc.)",2
"C11-0001216-LIC (NATURA DISTRIBUTION, LLC)","CDPH-10003556 (WTO Essentials, Inc)",2
C11-0001225-LIC (Poundtown SHM LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0001231-LIC (BLOOM NETWORK),C11-0000314-LIC (Med For America Inc.),66
C11-0001235-LIC (Green Rocket Design and Technology Corp.),C11-0000314-LIC (Med For America Inc.),6
C11-0001240-LIC (GF DISTRIBUTION LLC),C11-0000314-LIC (Med For America Inc.),2
C11-0001241-LIC (SIGNAL MANAGEMENT LLC),C11-0000314-LIC (Med For America Inc.),1
"C11-0001255-LIC (Kiva Sales & Service, Inc)","C11-0000255-LIC (LADYBUG FARMS, LLC)",1
"C11-0001257-LIC (SYLMAR DISCOUNT COLLECTIVE, INC.)",C11-0000156-LIC (HTC SOLUTIONS INC.),1
C11-0001267-LIC (Commerce on Demand LLC),"C9-0000170-LIC (Good Tree Holdings, LLC)",7
C11-0001267-LIC (Commerce on Demand LLC),C9-0000385-LIC (Commerce on Demand LLC),10
C11-0001268-LIC (GF Distribution LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",13
C11-0001268-LIC (GF Distribution LLC),C11-0000314-LIC (Med For America Inc.),1
"C11-0001274-LIC (NABITWO, LLC)",C11-0000834-LIC (KORBEN LABS LLC),5
"C11-0001274-LIC (NABITWO, LLC)","CDPH-10003556 (WTO Essentials, Inc)",1
"C11-0001292-LIC (Dark Heart Distribution, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
"C11-0001297-LIC (DBM INDUSTRIES, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
"C11-0001297-LIC (DBM INDUSTRIES, LLC)",C11-0001267-LIC (Commerce on Demand LLC),1
C11-0001301-LIC (FOO FLOWER LLC),C11-0000156-LIC (HTC SOLUTIONS INC.),1
C11-0001305-LIC (MASTER BANGO),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
"C11-0001316-LIC (RMG Distribution, LP)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),3
C11-0001319-LIC (Yerba Buena Logistics Services LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C12-0000007-LIC (PROMONTORY HOLDINGS, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C12-0000015-LIC (MELROSE FACILITY MANAGEMENT LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",7
"C12-0000015-LIC (MELROSE FACILITY MANAGEMENT, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C12-0000015-LIC (MELROSE FACILITY MANAGEMENT, LLC)",C11-0001267-LIC (Commerce on Demand LLC),1
"C12-0000030-LIC (Voyage Distribution, Inc.)",C11-0000314-LIC (Med For America Inc.),2
"C12-0000030-LIC (Voyage Distribution, Inc.)",C11-0001267-LIC (Commerce on Demand LLC),1
"C12-0000030-LIC (Voyage Distribution, Inc.)",C9-0000385-LIC (Commerce on Demand LLC),1
"C12-0000030-LIC (Voyage Distribution, Inc.)",CDPH-10004633 (Commerce on Demand LLC),1
C12-0000035-LIC (RIO VERDE CORPORATION),C11-0000314-LIC (Med For America Inc.),2
C12-0000043-LIC (MCCULLOUGHS MANAGEMENT GROUP LLC),"CDPH-10003556 (WTO Essentials, Inc)",1
"C12-0000052-LIC (ZENGANIC, INC.)","CDPH-10003556 (WTO Essentials, Inc)",1
"C12-0000064-LIC (WEST VALLEY PATIENTS CENTER, INC.)",C11-0000314-LIC (Med For America Inc.),1
C12-0000066-LIC (Morris Katash),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C12-0000072-LIC (BROADWAY ALLIANCE, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",10
C12-0000080-LIC (ZEN MEDICAL GARDEN CORPORATION),C11-0000314-LIC (Med For America Inc.),1
C12-0000097-LIC (MMR CENTER INC),C11-0000314-LIC (Med For America Inc.),1
"C12-0000134-LIC (ECO GREEN GROW, LLC)","CDPH-10003556 (WTO Essentials, Inc)",3
C12-0000154-LIC (CALIFORNIA MARIJUANA COMPANY),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",7
C12-0000154-LIC (CALIFORNIA MARIJUANA COMPANY),C9-0000320-LIC (IN DA CUT LLC),1
C12-0000154-LIC (CALIFORNIA MARIJUANA COMPANY.),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
C12-0000164-LIC (SOUTHWEST CAREGIVERS INC.),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),1
"C12-0000192-LIC (MOTA, INC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",5
C12-0000205-LIC (HERBALCURE CORPORATION),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C12-0000216-LIC (Caliva CAMISJ2, Inc)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C12-0000220-LIC (HIGH HACKS HOLDINGS, INC.)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),2
C12-0000233-LIC (MAYWOOD L' CHAIM),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),1
"C12-0000253-LIC (PACIFIC COASTAL PRODUCTIONS, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C12-0000254-LIC (CALI BLUE SKY INVESTMENT, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
"C12-0000254-LIC (CALI BLUE SKY INVESTMENT, INC.)",C9-0000320-LIC (IN DA CUT LLC),1
C12-0000264-LIC (CONSCIOUS VITALITY CORPORATION),"CDPH-10003556 (WTO Essentials, Inc)",1
"C12-0000266-LIC (WESTSIDE CAREGIVERS CLUB, INC.)",C11-0000314-LIC (Med For America Inc.),5
"C12-0000266-LIC (WESTSIDE CAREGIVERS CLUB, INC.)","CDPH-10003556 (WTO Essentials, Inc)",2
C12-0000267-LIC (MED X NOW),C11-0000156-LIC (HTC SOLUTIONS INC.),4
C12-0000291-LIC (GREENBRIDGE PATIENT ASSOCIATION INC.),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C12-0000295-LIC (SUBLIME PROCESSING LLC),C9-0000320-LIC (IN DA CUT LLC),1
C12-0000326-LIC (SMOKIN ACES CANNABIS LLC),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),1
"C9-0000204-LIC (WHOLESOME DELIVERY, INC.)",C11-0000314-LIC (Med For America Inc.),1
"CCL18-0000179 (Venice Caregiver Foundation, Inc.)",CDPH-10003462 (Baldwin Park TALE Corporation),2
CCL18-0000317 (MTG Investments Inc. DBA Seven Leaves),"CDPH-10003556 (WTO Essentials, Inc)",12
CCL18-0000577 (Farm87),"CDPH-10002731 (Korben Labs, LLC)",2
"CCL18-0000611 (ICOAK, Inc.)","CDPH-10003556 (WTO Essentials, Inc)",1
"CCL18-0000807 (FIGKH, Inc.)","CDPH-10003556 (WTO Essentials, Inc)",1
CCL18-0000856 (VBR DHS Management LLC),C11-0000314-LIC (Med For America Inc.),3
"CCL18-0000906 (Prosperity Brand, Inc.)","CDPH-10002731 (Korben Labs, LLC)",1
"CCL18-0000974 (Delco Alliance, Inc.)","CDPH-10002731 (Korben Labs, LLC)",1
CCL18-0000977 (88th Street Holdings LLC),"CDPH-10003556 (WTO Essentials, Inc)",8
"CCL18-0000979 (STUDIO CITY CAREGIVERS, INC.)",CDPH-10003462 (Baldwin Park TALE Corporation),1
CCL18-0000983 (88th Street Holdings LLC),"CDPH-10003556 (WTO Essentials, Inc)",7
"CCL18-0001012 (Faith & Family Farms, LLC)",CCL19-0000362 (HTC Solutions),1
CCL18-0001103 (Redwood Heritage Inc),"CDPH-10002731 (Korben Labs, LLC)",1
"CCL18-0001154 (CP1 Supply Systems, Inc)",C11-0000314-LIC (Med For America Inc.),24
"CCL18-0001171 (DewDrop Enterprise, LLC)",C11-0000156-LIC (HTC SOLUTIONS INC.),1
"CCL18-0001210 (Strong Agronomy Management, Inc.)","C11-0000255-LIC (LADYBUG FARMS, LLC)",1
CCL18-0001227 (Production Management Systems),C11-0000314-LIC (Med For America Inc.),1
"CCL18-0001331 (LH H20, Inc)","CDPH-10003556 (WTO Essentials, Inc)",1
CCL18-0001422 (Orbiter Blooms),"CDPH-10003556 (WTO Essentials, Inc)",1
CCL18-0001623 (Skypack Corp),"CDPH-10003556 (WTO Essentials, Inc)",1
"CCL18-0001689 (Bosim 1628 Management Company, LLC)","CDPH-10003556 (WTO Essentials, Inc)",3
"CCL18-0001727 (High Caliber Organics, Inc.)",C11-0001267-LIC (Commerce on Demand LLC),2
CCL18-0002170 (Anna Lewis),"CDPH-10003556 (WTO Essentials, Inc)",4
CCL18-0002171 (Anna Lewis),"CDPH-10003556 (WTO Essentials, Inc)",6
"CCL18-0002172 (Lewis, Anna)","CDPH-10003556 (WTO Essentials, Inc)",3
CCL18-0002264 (California Artisanal Medicine dba CAM),"CDPH-10003556 (WTO Essentials, Inc)",1
CCL18-0002264 (California Artisanal Medicine DBA CAM),"CDPH-10003556 (WTO Essentials, Inc)",7
CCL18-0002326 (Cool Ridge Inc.),"CDPH-10002731 (Korben Labs, LLC)",1
"CCL18-0002601 (You Only Live Once Farms, L.L.C.)","CDPH-10003556 (WTO Essentials, Inc)",2
CCL18-0002813 (Briza Botanicals),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
CCL18-0002844 (Fields LLC),CDPH-10003462 (Baldwin Park TALE Corporation),2
CCL18-0002848 (Fields LLC),CDPH-10003462 (Baldwin Park TALE Corporation),2
CCL18-0002850 (Fields LLC),CDPH-10003462 (Baldwin Park TALE Corporation),1
CCL18-0003236 (Green Sprouts LLC),CCL18-0003238 (Ladybug Farms LLC),4
CCL18-0003236 (Green Sprouts LLC),CCL18-0003239 (Ladybug Farms LLC),13
CCL18-0003236 (Green Sprouts LLC),CCL18-0003240 (Ladybug Farms LLC),18
CCL18-0003236 (Green Sprouts LLC),CCL18-0003241 (Ladybug Farms LLC),13
CCL18-0003236 (Green Sprouts LLC),CCL18-0003242 (Ladybug Farms LLC),13
CCL18-0003236 (Green Sprouts LLC),CCL18-0003243 (Ladybug Farms LLC),11
CCL18-0003236 (Green Sprouts LLC),CCL18-0003244 (Ladybug Farms LLC),14
CCL18-0003236 (Green Sprouts LLC),CCL18-0003245 (Ladybug Farms LLC),11
CCL18-0003236 (Green Sprouts LLC),CCL18-0003246 (Ladybug Farms LLC),7
CCL18-0003236 (Green Sprouts LLC),CCL18-0003247 (Ladybug Farms LLC),5
CCL18-0003236 (Green Sprouts LLC),CCL18-0003248 (Ladybug Farms LLC),32
CCL18-0003236 (Green Sprouts LLC),CCL19-0005413 (Ladybug Farms LLC),17
CCL18-0003236 (Green Sprouts LLC),CCL19-0005414 (Ladybug Farms LLC),20
CCL18-0003236 (Green Sprouts LLC),CCL19-0005415 (Ladybug Farms LLC),3
CCL18-0003236 (Green Sprouts LLC),CCL19-0005419 (Ladybug Farms LLC),14
CCL18-0003236 (Green Sprouts LLC),CCL19-0005420 (Ladybug Farms LLC),3
CCL18-0003236 (Green Sprouts LLC),CCL19-0005421 (Ladybug Farms LLC),4
CCL18-0003236 (Green Sprouts LLC),CCL19-0005422 (Ladybug Farms LLC),3
CCL18-0003236 (Green Sprouts LLC),CCL19-0005425 (Ladybug Farms LLC),14
CCL18-0003236 (Green Sprouts LLC),CCL20-0002087 (Green Sprouts LLC),7
CCL18-0003236 (Green Sprouts LLC),CCL21-0000122 (Ladybug Farms LLC),5
CCL18-0003236 (Green Sprouts LLC),CCL21-0000123 (Ladybug Farms LLC),3
CCL18-0003238 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),2
CCL18-0003240 (Ladybug Farms LLC),CCL18-0003239 (Ladybug Farms LLC),1
CCL18-0003243 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),13
CCL18-0003246 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),1
CCL18-0003247 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),7
CCL18-0003248 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),41
CCL18-0003249 (Ladybug Farms LLC),"C11-0000255-LIC (LADYBUG FARMS, LLC)",37
"CCL18-0003436 (Salinas Spence Road Care, Inc.)",CDPH-10003462 (Baldwin Park TALE Corporation),2
CCL18-0003568 (Sweet Greenz),C11-0000156-LIC (HTC SOLUTIONS INC.),2
"CCL19-0000165 (EMMI WORLD MANAGEMENT LLC, DBA CANNAMSTERDAM)",C11-0000314-LIC (Med For America Inc.),1
"CCL19-0000194 (Monterey Botanicals II, LLC)","CDPH-10003556 (WTO Essentials, Inc)",4
CCL19-0000362 (HTC Solutions),C11-0000156-LIC (HTC SOLUTIONS INC.),1
CCL19-0000828 (Rebecca Lopez),C11-0000314-LIC (Med For America Inc.),4
CCL19-0000896 (Yolo County Creative LLC),"CDPH-10003556 (WTO Essentials, Inc)",9
CCL19-0000898 (Yolo County Creative LLC),"CDPH-10003556 (WTO Essentials, Inc)",8
CCL19-0000907 (Yolo County Creative LLC),"CDPH-10003556 (WTO Essentials, Inc)",8
CCL19-0000909 (Yolo County Creative LLC),"CDPH-10003556 (WTO Essentials, Inc)",7
CCL19-0000910 (Yolo County Creative LLC),"CDPH-10003556 (WTO Essentials, Inc)",4
CCL19-0000922 (Rebecca Lopez),C11-0000314-LIC (Med For America Inc.),7
CCL19-0000994 (Rebecca Lopez),C11-0000314-LIC (Med For America Inc.),6
"CCL19-0001008 (Yolo County Creative, LLC)","CDPH-10003556 (WTO Essentials, Inc)",9
CCL19-0001009 (Yolo County Creative LLC),"CDPH-10003556 (WTO Essentials, Inc)",5
CCL19-0001011 (Yolo County Creative LLC),"CDPH-10003556 (WTO Essentials, Inc)",5
CCL19-0001012 (Yolo County Creative LLC),"CDPH-10003556 (WTO Essentials, Inc)",8
CCL19-0001013 (Yolo County Creative LLC),"CDPH-10003556 (WTO Essentials, Inc)",2
CCL19-0001015 (Anna Lewis),"CDPH-10003556 (WTO Essentials, Inc)",6
CCL19-0001076 (Beecan Organics LLC),"CDPH-10003556 (WTO Essentials, Inc)",7
"CCL19-0001205 (True North Family Farms, LLC)","CDPH-10003556 (WTO Essentials, Inc)",1
CCL19-0001444 (MYECR HOLDINGS INC),C11-0000314-LIC (Med For America Inc.),1
"CCL19-0001581 (NZ Group, LLC)",C11-0000156-LIC (HTC SOLUTIONS INC.),5
CCL19-0001694 (Greenfield Organix),CCL18-0003249 (Ladybug Farms LLC),1
CCL19-0001742 (Alkhemist LLC),C11-0000156-LIC (HTC SOLUTIONS INC.),4
CCL19-0001940 (CALVISTA),"CDPH-10003556 (WTO Essentials, Inc)",6
CCL19-0001972 (Bay View Farms Inc.),C11-0000156-LIC (HTC SOLUTIONS INC.),1
CCL19-0002076 (half moon grow inc.),"CDPH-10003556 (WTO Essentials, Inc)",1
CCL19-0002372 (Triple C Strategies LLC),"CDPH-10003556 (WTO Essentials, Inc)",1
"CCL19-0002391 (Imperial Innovations Group, Inc)","CDPH-10003556 (WTO Essentials, Inc)",12
"CCL19-0002527 (Sheldon KBK Enterprises, LLC)",C11-0000156-LIC (HTC SOLUTIONS INC.),1
CCL19-0002618 (BALL FAMILY FARMS CORPORATION),"CDPH-10003556 (WTO Essentials, Inc)",3
CCL19-0003057 (Lion Eye Farms),C11-0000156-LIC (HTC SOLUTIONS INC.),1
CCL19-0003094 (CannaPete),C11-0000156-LIC (HTC SOLUTIONS INC.),9
"CCL19-0003154 (Avalon Wellness Center, LLC)",C11-0000156-LIC (HTC SOLUTIONS INC.),1
"CCL19-0003169 (Crafted Canopy, Co. LLC)","CDPH-10003556 (WTO Essentials, Inc)",2
CCL19-0003299 (J&S Southern Leasing Group),C11-0000314-LIC (Med For America Inc.),3
CCL19-0003868 (Redwood Medical Suppply),"CDPH-10003556 (WTO Essentials, Inc)",3
CCL19-0004335 (PERFECT KUSH COOPORATIVE CORPORATION),C11-0000156-LIC (HTC SOLUTIONS INC.),2
CCL19-0004907 (Presidential Garden Group Inc.),C11-0001267-LIC (Commerce on Demand LLC),2
CCL19-0004907 (Presidential Garden Group Inc.),"CDPH-10003556 (WTO Essentials, Inc)",2
"CCL19-0005002 (Sacramento Craft Collective, LLC)","CDPH-10003556 (WTO Essentials, Inc)",3
"CCL19-0005093 (Desert Oasis Group, Inc.)",C11-0000314-LIC (Med For America Inc.),12
